t,0.04578868272650644
https,0.0441968897377132
co,0.0441968897377132
twitter,0.043248362445940526
stopsuspendingpakistanis,0.04298862329563043
of,0.039889730282029856
the,0.035909462768553446
is,0.03369453909168854
to,0.03249613029384956
you,0.028851223518936965
and,0.027802808963233987
for,0.024682746687679436
are,0.0245746746855579
a,0.023322281866994157
in,0.022291192597581045
this,0.020947878759520915
pakistani,0.020375384584374417
stop,0.019997887684860015
we,0.019545615479495695
accounts,0.01933230142625035
pakistan,0.019013012589196514
i,0.018450557866380272
on,0.018097996883163936
kashmir,0.018097996883163936
freedom,0.017311985638913462
not,0.016657749846840007
india,0.015780022590641585
pakistanis,0.01540430776705488
account,0.015056895482959612
suspending,0.01479293048663913
our,0.014750912420166672
they,0.014628754981664285
by,0.01424405287800679
be,0.013958136647582196
if,0.013906522660016832
all,0.013896749683399857
speech,0.013692267378104441
it,0.013167112145627323
your,0.013126958759230893
have,0.012935375927364136
indian,0.012530231754931112
will,0.012514780957000758
that,0.01219273410329257
should,0.011912441365285844
can,0.011525530766575604
has,0.011261539182053044
but,0.011118988053166298
no,0.011047226378273092
suspend,0.011028759553999887
amp,0.010711979657977325
us,0.010350297042970408
world,0.010054574270314112
what,0.009945131072924477
u,0.00994406633092408
now,0.00991371564751595
don't,0.00965230976932604
with,0.00965230976932604
social,0.00965230976932604
suspended,0.00961330002183365
people,0.009590841301463789
so,0.009580156140901804
media,0.009428090170411298
against,0.009389070458600702
dear,0.009276024199920794
from,0.009276024199920794
their,0.009241071331478263
or,0.008972077346530641
voice,0.00870105803955857
why,0.008545193550271822
as,0.008467403527125515
fake,0.008467403527125515
please,0.00842678196708768
my,0.008228704900261754
suspension,0.008228704900261754
like,0.00790577332153892
do,0.007864330726879122
just,0.007783544049900082
who,0.007783544049900082
when,0.007700490503402474
one,0.007700490503402474
it's,0.007326463595616252
shame,0.00720005813029313
indians,0.006904355709816328
then,0.006865171705628333
news,0.006865171705628333
right,0.006812874209300329
r,0.006726595688583605
very,0.0066820916409126505
s,0.006554118876055821
want,0.006288806962431073
how,0.006248417159921606
them,0.006209165251000251
an,0.006209165251000251
about,0.006154558090314283
its,0.006114117880141321
country,0.006114117880141321
stope,0.006074850016590451
n,0.0059787135734481614
only,0.005939428797851569
hello,0.005939428797851569
terrorist,0.0059246028466328465
facebook,0.005882722436633284
being,0.005842171790490886
o,0.005802869056582039
can't,0.005745069427037911
where,0.00570445812037167
at,0.00570445812037167
v,0.005565536007442977
hypocritical,0.005526193804110055
there,0.005425366544587231
these,0.005425366544587231
because,0.005386002587848042
good,0.005386002587848042
after,0.005283908239086471
behaviour,0.00524452099310099
any,0.005182016587065838
modi,0.005141116746390849
act,0.005141116746390849
biased,0.005101704506704178
raise,0.005101704506704178
was,0.005037930719876288
support,0.005037930719876288
f,0.004957505434019747
pak,0.004957505434019747
voices,0.004957505434019747
also,0.004957505434019747
spreading,0.004957505434019747
twindia,0.004957505434019747
pokhamarahai,0.004811872545132564
doing,0.004811872545132564
h,0.004811872545132564
imrankhanpti,0.004704250216151777
pm,0.004704250216151777
army,0.004664750666552119
jack,0.004664750666552119
k,0.004555613850964742
b,0.004555613850964742
human,0.004555613850964742
know,0.004516080207505706
tweeter,0.004516080207505706
been,0.004516080207505706
khan,0.004516080207505706
me,0.0044053673986414014
some,0.004365796607174544
terrorists,0.004365796607174544
trending,0.004253441108963399
must,0.004253441108963399
p,0.004213829685656993
kashmiris,0.004213829685656993
g,0.004213829685656993
x,0.004213829685656993
see,0.004099758929977643
free,0.004099758929977643
over,0.00406010287673779
e,0.00406010287673779
platform,0.00406010287673779
imran,0.00406010287673779
too,0.00406010287673779
l,0.00406010287673779
susspend,0.00406010287673779
every,0.003986090169787761
such,0.003944237616263532
he,0.003944237616263532
well,0.003904532314264422
than,0.003904532314264422
y,0.003904532314264422
rights,0.003904532314264422
